"","X","Unique.Id","indicator_id","geo_type_id","measurement_type_id","internal_id","subtopic_id","name","Measure","geo_type_name","description","geo_entity_id","geo_entity_name","year_description","data_value","lon","lat","Address","zipcode"
"336",338,412044,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",205,"Sunset Park","Summer 2016",33.28,-74.0157776,40.64655,"5194 3rd Ave, Brooklyn, NY 11220, USA","11220"
"337",339,412045,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",206,"Borough Park","Summer 2016",33.54,-73.9921028,40.6350319,"4822 13th Ave, Brooklyn, NY 11219, USA","11219"
"338",340,412046,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",207,"East Flatbush - Flatbush","Summer 2016",33.66,-73.9486519,40.639045,"1910 Nostrand Ave, Brooklyn, NY 11226, USA","11226"
"339",341,412047,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",208,"Canarsie - Flatlands","Summer 2016",35.79,-73.9321664,40.6232714,"4502 Avenue L, Brooklyn, NY 11234, USA","11234"
"340",342,412048,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",209,"Bensonhurst - Bay Ridge","Summer 2016",34.25,-74.0298767,40.6263732,"8201 3rd Ave, Brooklyn, NY 11209, USA","11209"
"341",343,412049,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",210,"Coney Island - Sheepshead Bay","Summer 2016",35.62,-73.9707016,40.5755438,"145 Sea Breeze Ave, Brooklyn, NY 11224, USA","11224"
"342",344,412050,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",211,"Williamsburg - Bushwick","Summer 2016",32.99,-73.9570696,40.7081156,"311 Broadway, Brooklyn, NY 11211, USA","11211"
"343",345,412051,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",301,"Washington Heights","Summer 2016",31.92,-73.9393554,40.8417082,"3335 Broadway, New York, NY 10032, USA","10032"
"344",346,412052,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",302,"Central Harlem - Morningside Heights","Summer 2016",31.35,-73.9624327,40.8089564,"Mathematics Hall, 2990 Broadway, New York, NY 10027, USA","10027"
"345",347,412053,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",303,"East Harlem","Summer 2016",31.62,-73.9389213,40.7957399,"2237 2nd Ave, New York, NY 10029, USA","10029"
"346",348,412054,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",304,"Upper West Side","Summer 2016",30.54,-73.9753676,40.7870106,"525 Amsterdam Ave, New York, NY 10024, USA","10024"
"347",349,412055,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",401,"Long Island City - Astoria","Summer 2016",33.15,-73.9234619,40.7643574,"3094 31st St, Astoria, NY 11102, USA","11102"
"348",350,412056,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",402,"West Queens","Summer 2016",33.12,-73.7529749,40.7772409,"32-2 West Dr, Little Neck, NY 11363, USA","11363"
"349",351,412057,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",403,"Flushing - Clearview","Summer 2016",33.45,-73.777482,40.7593085,"4250 Clearview Expressway Service Road, Bayside, NY 11361, USA","11361"
"350",352,412058,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",405,"Ridgewood - Forest Hills","Summer 2016",33.48,-73.8442894,40.7219087,"107-55 Queens Blvd, Forest Hills, NY 11375, USA","11375"
"351",353,412059,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",407,"Southwest Queens","Summer 2016",34.34,-73.7948516,40.7282239,"7424 175th St, Fresh Meadows, NY 11366, USA","11366"
"352",354,412060,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",408,"Jamaica","Summer 2016",33.86,-73.7889689,40.702677,"103-20 169th St, Jamaica, NY 11433, USA","11433"
"353",355,412061,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",409,"Southeast Queens","Summer 2016",34.29,-73.8398084,40.6572736,"16004 Cross Bay Blvd, Howard Beach, NY 11414, USA","11414"
"354",356,412062,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",410,"Rockaways","Summer 2016",38.18,-73.7977928,40.592658,"PO Box920898, Arverne, NY 11692, United States","11692"
"355",357,412063,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",305307,"Upper East Side-Gramercy","Summer 2016",28.92,-73.9582308,40.7693371,"1395 2nd Ave, New York, NY 10021, USA","10021"
"356",358,412064,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",306308,"Chelsea-Village  ","Summer 2016",29.19,-74.0013737,40.7465004,"404 W 23rd St, New York, NY 10011, USA","10011"
"357",359,412065,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",309310,"Union Square-Lower Manhattan","Summer 2016",30.01,-73.9910835,40.7358633,"97 E 15th St, New York, NY 10003, USA","10003"
"358",360,412066,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",404406,"Bayside Little Neck-Fresh Meadows","Summer 2016",33.05,-73.7683627,40.7601388,"214-20 Northern Blvd, Bayside, NY 11361, USA","11361"
"359",361,412067,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",501502,"Northern SI","Summer 2016",33.91,-74.1075022,40.6125128,"2 Dobbs Pl, Staten Island, NY 10301, USA","10301"
"360",362,412068,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",503504,"Southern SI","Summer 2016",35.62,-74.0006686,40.7208595,"459 Broadway, New York, NY 10013, USA","10013"
"361",363,412069,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",105106107,"South Bronx","Summer 2016",32.84,-73.9184261,40.81767,"360 E 151st St, Bronx, NY 10455, USA","10455"
"362",364,412070,386,6,104,2027,122,"Ozone (O3)","Mean","Citywide","Citywide",1,"New York City","Summer 2016",33.82,-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","10007"
"363",365,412071,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",101,"Financial District (CD1)","Summer 2016",29.81,-74.0082787,40.7077143,"26 Liberty St, New York, NY 10005, USA","10005"
"364",366,412072,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",102,"Greenwich Village and Soho (CD2)","Summer 2016",29.87,-73.9979716,40.7278058,"Off-Campus Housing, New York, NY 10012, USA","10012"
"365",367,412073,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",103,"Lower East Side and Chinatown (CD3)","Summer 2016",30.41,-73.9970307,40.7157509,"20 Elizabeth St, New York, NY 10013, USA","10013"
"366",368,412074,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",104,"Clinton and Chelsea (CD4)","Summer 2016",29.76,-73.9915613,40.7575867,"330 W 42nd St, New York, NY 10036, USA","10036"
"367",369,412075,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",105,"Midtown (CD5)","Summer 2016",26.92,-73.9840195,40.7549309,"42 St-Bryant Park Subway Station, New York, NY 10018, USA","10018"
"368",370,412076,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",106,"Stuyvesant Town and Turtle Bay (CD6)","Summer 2016",28.23,-73.9772417,40.7336112,"518 E 20th St, New York, NY 10009, USA","10009"
"369",371,412077,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",107,"Upper West Side (CD7)","Summer 2016",30.55,-73.9753676,40.7870106,"525 Amsterdam Ave, New York, NY 10024, USA","10024"
"370",372,412078,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",108,"Upper East Side (CD8)","Summer 2016",30.12,-73.9565551,40.7735649,"235 E 78th St, New York, NY 10075, USA","10075"
"371",373,412079,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",109,"Morningside Heights and Hamilton Heights (CD9)","Summer 2016",31.29,-73.957341,40.815638,"16 Old Broadway, New York, NY 10027, USA","10027"
"372",374,412080,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",110,"Central Harlem (CD10)","Summer 2016",31.42,-73.9499018,40.7973402,"9 W 110th St, New York, NY 10026, USA","10026"
"373",375,412081,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",111,"East Harlem (CD11)","Summer 2016",31.66,-73.9428147,40.8002976,"1664 Park Ave, New York, NY 10035, USA","10035"
"374",376,412082,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",112,"Washington Heights and Inwood (CD12)","Summer 2016",32.01,-73.9216022,40.8655733,"Messiah Mission Church, 202 Sherman Ave, New York, NY 10034, USA","10034"
"375",377,412083,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",201,"Mott Haven and Melrose (CD1)","Summer 2016",32.81,-73.9128734,40.8196463,"3024 3rd Ave, Bronx, NY 10455, USA","10455"
"376",378,412084,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",202,"Hunts Point and Longwood (CD2)","Summer 2016",33.74,-73.8920959,40.8211124,"1029 East 163rd Street, 3rd Floor, Bronx, NY 10459, United States","10459"
"377",379,412085,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",203,"Morrisania and Crotona (CD3)","Summer 2016",32.58,-73.8904307,40.8462275,"1975 Crotona Ave, Bronx, NY 10457, USA","10457"
"378",380,412086,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",204,"Highbridge and Concourse (CD4)","Summer 2016",32.2,-73.9271294,40.836916,"1164 Ogden Ave, Bronx, NY 10452, USA","10452"
"379",381,412087,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",205,"Fordham and University Heights (CD5)","Summer 2016",32.06,-73.9129619,40.861927,"209 W Fordham Rd, Bronx, NY 10468, USA","10468"
"380",382,412088,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",206,"Belmont and East Tremont (CD6)","Summer 2016",32.5,-73.864427,40.8410515,"1597 White Plains Rd, Bronx, NY 10460, USA","10460"
"381",383,412089,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",207,"Kingsbridge Heights and Bedford (CD7)","Summer 2016",32.46,-73.9006631,40.8776345,"5900, 3101 Kingsbridge Terrace, Bronx, NY 10463, United States","10463"
"382",384,412090,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",208,"Riverdale and Fieldston (CD8)","Summer 2016",32.52,-73.9069954,40.8859211,"3525 Riverdale Ave, Bronx, NY 10463, USA","10463"
"383",385,412091,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",209,"Parkchester and Soundview (CD9)","Summer 2016",33.25,-73.8566087,40.8382522,"1690 Metropolitan Ave, Bronx, NY 10462, USA","10462"
"384",386,412092,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",210,"Throgs Neck and Co-op City (CD10)","Summer 2016",34,-73.8213213,40.818399,"327 Swinton Ave, Bronx, NY 10465, USA","10465"
"385",387,412093,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",211,"Morris Park and Bronxdale (CD11)","Summer 2016",33.21,-73.8596912,40.8476095,"1824 Bronxdale Ave, Bronx, NY 10462, USA","10462"
"386",388,412094,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",212,"Williamsbridge and Baychester (CD12)","Summer 2016",33.19,-73.8566087,40.8776859,"3635 Paulding Ave, Bronx, NY 10469, USA","10469"
"387",389,412095,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",301,"Greenpoint and Williamsburg (CD1)","Summer 2016",32.99,-73.9515032,40.7304701,"210 Greenpoint Ave, Brooklyn, NY 11222, USA","11222"
"388",390,412096,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",302,"Fort Greene and Brooklyn Heights (CD2)","Summer 2016",31.63,-73.9741874,40.6920638,"160 Washington Park, Brooklyn, NY 11205, USA","11205"
"389",391,412097,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",303,"Bedford Stuyvesant (CD3)","Summer 2016",32.55,-73.9417735,40.6872176,"584 Gates Ave, Brooklyn, NY 11221, USA","11221"
"390",392,412098,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",304,"Bushwick (CD4)","Summer 2016",33.47,-73.9170604,40.6957755,"338 Wilson Ave, Brooklyn, NY 11221, USA","11221"
"391",393,412099,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",305,"East New York and Starrett City (CD5)","Summer 2016",34.57,-73.880203,40.6489978,"155 Elmira Loop, Brooklyn, NY 11239, USA","11239"
"392",394,412100,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",306,"Park Slope and Carroll Gardens (CD6)","Summer 2016",32.27,-73.9814228,40.6710672,"374 4th St, Brooklyn, NY 11215, USA","11215"
"393",395,412101,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",307,"Sunset Park (CD7)","Summer 2016",33.19,-74.0157776,40.64655,"5194 3rd Ave, Brooklyn, NY 11220, USA","11220"
"394",396,412102,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",308,"Crown Heights and Prospect Heights (CD8)","Summer 2016",32.54,-73.9422324,40.6694022,"792 Eastern Pkwy, Brooklyn, NY 11213, USA","11213"
"395",397,412103,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",309,"South Crown Heights and Lefferts Gardens (CD9)","Summer 2016",32.98,-73.9425224,40.6658465,"385 Kingston Ave, Brooklyn, NY 11225, USA","11225"
"396",398,412104,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",310,"Bay Ridge and Dyker Heights (CD10)","Summer 2016",33.51,-74.0074524,40.6202809,"7418 13th Ave, Brooklyn, NY 11228, USA","11228"
"397",399,412105,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",311,"Bensonhurst (CD11)","Summer 2016",34.51,-73.9921833,40.6139307,"7124 19th Ave, Brooklyn, NY 11204, USA","11204"
"398",400,412106,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",312,"Borough Park (CD12)","Summer 2016",33.45,-73.9921028,40.6350319,"4822 13th Ave, Brooklyn, NY 11219, USA","11219"
"399",401,412107,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",313,"Coney Island (CD13)","Summer 2016",36.33,-73.9748754,40.5742632,"602 Surf Ave, Brooklyn, NY 11224, USA","11224"
"400",402,412108,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",314,"Flatbush and Midwood (CD14)","Summer 2016",33.56,-73.96151,40.629722,"812 East 16th Street, Brooklyn, NY 11230, USA","11230"
"401",403,412109,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",315,"Sheepshead Bay (CD15)","Summer 2016",35.37,-73.9457538,40.5953955,"4361 Bedford Ave, Brooklyn, NY 11229, USA","11229"
"402",404,412110,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",316,"Brownsville (CD16)","Summer 2016",33.74,-73.9125304,40.665214,"632 Thomas S Boyland St, Brooklyn, NY 11212, USA","11212"
"403",405,412111,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",317,"East Flatbush (CD17)","Summer 2016",33.88,-73.9299899,40.6481656,"1011 Utica Ave, Brooklyn, NY 11203, USA","11203"
"404",406,412112,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",318,"Flatlands and Canarsie (CD18)","Summer 2016",35.71,-73.9032937,40.6419051,"9321 Flatlands Ave, Brooklyn, NY 11236, USA","11236"
"405",407,412113,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",401,"Long Island City and Astoria (CD1)","Summer 2016",33.44,-73.9234619,40.7643574,"3094 31st St, Astoria, NY 11102, USA","11102"
"406",408,412114,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",402,"Woodside and Sunnyside (CD2)","Summer 2016",33.37,-73.9036487,40.7512123,"34-21 58th St, Woodside, NY 11377, USA","11377"
"407",409,412115,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",403,"Jackson Heights (CD3)","Summer 2016",32.97,-73.8830701,40.7556818,"8402 Northern Blvd, Flushing, NY 11372, USA","11372"
"408",410,412116,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",404,"Elmhurst and Corona (CD4)","Summer 2016",32.75,-73.8801301,40.737975,"82-33 Queens Blvd, Elmhurst, NY 11373, USA","11373"
"409",411,412117,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",405,"Ridgewood and Maspeth (CD5)","Summer 2016",33.76,-73.9018292,40.7043986,"6708 Forest Ave, Ridgewood, NY 11385, USA","11385"
"410",412,412118,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",406,"Rego Park and Forest Hills (CD6)","Summer 2016",32.7,-73.8624893,40.7255722,"631-25 Alderton St, Flushing, NY 11374, USA","11374"
"411",413,412119,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",407,"Flushing and Whitestone (CD7)","Summer 2016",33.48,-73.833079,40.7674987,"134-27 32nd Ave, Flushing, NY 11354, USA","11354"
"412",414,412120,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",408,"Hillcrest and Fresh Meadows (CD8)","Summer 2016",32.98,-73.8001762,40.7229706,"168-2 Union Tpke, Jamaica, NY 11432, USA","11432"
"413",415,412121,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",409,"Kew Gardens and Woodhaven (CD9)","Summer 2016",33.58,-73.8272029,40.705695,"83-13 124th Pl, Jamaica, NY 11415, USA","11415"
"414",416,412122,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",410,"South Ozone Park and Howard Beach (CD10)","Summer 2016",34.86,-73.8124984,40.6764003,"116-16 126th St, Jamaica, NY 11420, USA","11420"
"415",417,412123,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",411,"Bayside and Little Neck (CD11)","Summer 2016",33.06,-73.7654367,40.7585569,"215-42 46th Ave, Flushing, NY 11361, USA","11361"
"416",418,412124,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",412,"Jamaica and Hollis (CD12)","Summer 2016",34.03,-73.771711,40.7102714,"187-10 Jamaica Ave, Jamaica, NY 11423, USA","11423"
"417",419,412125,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",413,"Queens Village (CD13)","Summer 2016",34.43,-73.7419017,40.7156628,"216-25 Hempstead Ave, Jamaica, NY 11429, USA","11429"
"418",420,412126,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",414,"Rockaway and Broad Channel (CD14)","Summer 2016",38.26,-73.8213213,40.6158335,"15 E 1st St, Far Rockaway, NY 11693, USA","11693"
"419",421,412127,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",501,"St. George and Stapleton (CD1)","Summer 2016",33.4,-74.0799469,40.6427017,"100 Belmont Pl, Staten Island, NY 10301, USA","10301"
"420",423,412129,386,17,104,2027,122,"Ozone (O3)","Mean","CD","Neighborhood (community district)",503,"Tottenville and Great Kills (CD3)","Summer 2016",36.19,-74.2355404,40.5083408,"6 Kathleen Ct, Staten Island, NY 10307, USA","10307"
"421",424,412414,375,1,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","Borough","Borough",1,"Bronx","Annual Average 2016",18.42,-73.8648268,40.8447819,"60 Metropolitan Oval, Bronx, NY 10462, USA","10462"
"422",425,412417,375,1,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","Borough","Borough",2,"Brooklyn","Annual Average 2016",18.48,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA","11216"
"423",426,412420,375,1,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","Borough","Borough",3,"Manhattan","Annual Average 2016",24.35,-73.9712488,40.7830603,"225 Central Park West, New York, NY 10024, USA","10024"
"424",427,412423,375,1,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","Borough","Borough",4,"Queens","Annual Average 2016",17.65,-73.7948516,40.7282239,"7424 175th St, Fresh Meadows, NY 11366, USA","11366"
"425",428,412426,375,1,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","Borough","Borough",5,"Staten Island","Annual Average 2016",13.47,-74.1502007,40.5795317,"579 Richmond Hill Rd, Staten Island, NY 10306, USA","10306"
"426",429,412429,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",101,"Kingsbridge - Riverdale","Annual Average 2016",16.04,-73.9024298,40.883563,"3450 Kingsbridge Ave, Bronx, NY 10463, USA","10463"
"427",430,412432,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",102,"Northeast Bronx","Annual Average 2016",17.52,-73.8648268,40.8447819,"60 Metropolitan Oval, Bronx, NY 10462, USA","10462"
"428",431,412435,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",103,"Fordham - Bronx Pk","Annual Average 2016",17.93,-73.8945473,40.8648137,"Poe Park, Grand Concourse bet. E. 192 St. and, E Kingsbridge Rd, Bronx, NY 10458, United States","10458"
"429",432,412438,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",104,"Pelham - Throgs Neck","Annual Average 2016",17.92,-73.8053262,40.8119378,"140 Pennyfield Ave, Bronx, NY 10465, USA","10465"
"430",433,412441,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",105,"Crotona -Tremont","Annual Average 2016",20.37,-73.8904307,40.8462275,"1975 Crotona Ave, Bronx, NY 10457, USA","10457"
"431",434,412444,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",106,"High Bridge - Morrisania","Annual Average 2016",21.08,-73.9286734,40.8367117,"1155 University Ave, Bronx, NY 10452, USA","10452"
"432",435,412447,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",107,"Hunts Point - Mott Haven","Annual Average 2016",19.91,-73.9228881,40.8091068,"236e Willis Ave, Bronx, NY 10454, USA","10454"
"433",436,412450,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",201,"Greenpoint","Annual Average 2016",21.44,-73.9515032,40.7304701,"210 Greenpoint Ave, Brooklyn, NY 11222, USA","11222"
"434",437,412453,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",202,"Downtown - Heights - Slope","Annual Average 2016",21.65,-74.0006686,40.7208595,"459 Broadway, New York, NY 10013, USA","10013"
"435",438,412456,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",203,"Bedford Stuyvesant - Crown Heights","Annual Average 2016",20.2,-73.9422324,40.6694022,"792 Eastern Pkwy, Brooklyn, NY 11213, USA","11213"
"436",439,412459,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",204,"East New York","Annual Average 2016",18.26,-73.8759245,40.6590529,"997 Elton St, Brooklyn, NY 11208, USA","11208"
"437",440,412462,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",205,"Sunset Park","Annual Average 2016",19.32,-74.0157776,40.64655,"5194 3rd Ave, Brooklyn, NY 11220, USA","11220"
"438",441,412465,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",206,"Borough Park","Annual Average 2016",18.87,-73.9921028,40.6350319,"4822 13th Ave, Brooklyn, NY 11219, USA","11219"
"439",442,412468,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",207,"East Flatbush - Flatbush","Annual Average 2016",18.86,-73.9486519,40.639045,"1910 Nostrand Ave, Brooklyn, NY 11226, USA","11226"
"440",443,412471,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",208,"Canarsie - Flatlands","Annual Average 2016",15.3,-73.9321664,40.6232714,"4502 Avenue L, Brooklyn, NY 11234, USA","11234"
"441",444,412474,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",209,"Bensonhurst - Bay Ridge","Annual Average 2016",17.78,-74.0298767,40.6263732,"8201 3rd Ave, Brooklyn, NY 11209, USA","11209"
"442",445,412477,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",210,"Coney Island - Sheepshead Bay","Annual Average 2016",15.62,-73.9707016,40.5755438,"145 Sea Breeze Ave, Brooklyn, NY 11224, USA","11224"
"443",446,412480,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",211,"Williamsburg - Bushwick","Annual Average 2016",20.82,-73.9570696,40.7081156,"311 Broadway, Brooklyn, NY 11211, USA","11211"
"444",447,412483,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",301,"Washington Heights","Annual Average 2016",19.85,-73.9393554,40.8417082,"3335 Broadway, New York, NY 10032, USA","10032"
"445",448,412486,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",302,"Central Harlem - Morningside Heights","Annual Average 2016",22.19,-73.9624327,40.8089564,"Mathematics Hall, 2990 Broadway, New York, NY 10027, USA","10027"
"446",449,412489,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",303,"East Harlem","Annual Average 2016",22.19,-73.9389213,40.7957399,"2237 2nd Ave, New York, NY 10029, USA","10029"
"447",450,412492,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",304,"Upper West Side","Annual Average 2016",23.15,-73.9753676,40.7870106,"525 Amsterdam Ave, New York, NY 10024, USA","10024"
"448",451,412495,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",305,"Upper East Side","Annual Average 2016",24.81,-73.9565551,40.7735649,"235 E 78th St, New York, NY 10075, USA","10075"
"449",452,412498,375,3,104,2025,122,"Nitrogen Dioxide (NO2)","Mean","UHF42","Neighborhood (UHF 42)",306,"Chelsea - Clinton","Annual Average 2016",28.36,-73.994137,40.7620382,"645 10th Ave, New York, NY 10036, USA","10036"
